,Username,Positive,Negative,Neutral,Overall
0,Sample,Sample,Sample,Sample,Sample
546,@americajust,8.011680911680914,10.343589743589744,81.64415954415958,Negative
547,@kurt_themayor,16.910541310541305,9.76039886039886,73.32849002848997,Positive
548,up,32.614529914529925,7.066381766381766,60.31965811965813,Positive
549,@potus,14.118518518518515,5.884900284900287,79.99487179487183,Positive
550,@nwinston,20.889743589743567,8.966951566951572,70.1418803418803,Neutral
551,@biden_will,17.6870036101083,10.78519855595668,71.52635379061371,Positive
552,@trumplola,13.822792022792024,6.374643874643877,79.80256410256406,Positive
553,@nabru72118710,18.599999999999994,7.143874643874644,74.25726495726495,Positive
554,@kentjuvenile,12.719088319088316,8.385470085470084,78.89686609686609,Positive
555,@joebidenprdy,12.613960113960117,12.274074074074075,75.11168091168093,Neutral
556,@biden_nhl,15.252046783625728,6.653801169590644,78.09649122807014,Negative
557,@lzimmerman2019,11.641880341880347,9.23931623931625,79.11823361823355,Negative
558,@potusreply,25.866666666666664,5.5,68.63333333333334,Positive
559,@mikelawrence813,13.680341880341883,8.541310541310537,77.77635327635332,Negative
560,@whcovidresponse,7.395156695156696,1.415384615384615,91.1903133903134,Neutral
561,@rdsj0101,21.809971509971515,10.020512820512819,68.17008547008547,Neutral
562,@otherjoebiden,11.685803237858043,11.647447073474469,76.66612702366133,Negative
563,@ncfarmer321,11.225778331257779,15.784682440846815,72.9896637608966,Positive
564,@dearpotus46,15.786268656716425,3.274328358208954,80.93940298507468,Positive
565,@biden4pres,11.334744707347447,6.216313823163139,82.44906600249065,Neutral
566,@mrscowpie,9.98650442477876,9.727212389380535,80.28650442477874,Positive
567,@people4kam,12.350442477876104,6.086283185840705,81.5630530973451,Positive
568,@jakejsullivan,15.85263157894737,13.057894736842105,71.09473684210526,Positive
569,@evergreenaction,16.796460176991157,3.815486725663716,79.3887168141593,Positive
570,@bidenswins,23.56305309734514,5.543805309734513,70.89269911504424,Negative
571,@zena1clark,6.225221238938052,1.3672566371681412,92.40707964601773,Neutral
572,@whitehouse,11.957743362831854,4.811061946902653,83.23407079646022,Positive
573,@joebidenprdy2,11.106557377049185,9.209836065573777,79.6845901639344,Positive
574,@designationsix,9.16216814159292,7.043805309734513,83.79380530973448,Neutral
575,@antonio,10.46482300884955,6.410176991150446,83.12743362831863,Neutral
576,@trumpmuseveni,13.943636363636363,3.581818181818182,82.47454545454546,Positive
577,@ggirl09r,33.680973451327425,4.658185840707965,61.66061946902651,Positive
578,@joebiden,12.433407079646013,6.059070796460179,81.50464601769903,Positive
579,@ericliptonnyt,7.65287610619469,7.094026548672561,85.25376106194695,Positive
580,@cobycovfefe,19.901327433628303,8.03340707964602,72.06526548672565,Positive
581,@americajust,7.6619469026548686,9.80287610619469,82.53429203539828,Positive
582,@kurt_themayor,15.932964601769909,11.074115044247783,72.9926991150442,Neutral
583,up,32.12212389380531,6.6278761061946945,61.25088495575218,Negative
584,@potus,14.008628318584053,5.875884955752214,80.11305309734514,Positive
585,@nwinston,19.937831858407076,8.575221238938061,71.4856194690265,Positive
586,@biden_will,16.45846560846561,11.534126984126981,72.00608465608471,Negative
587,@trumplola,13.7174778761062,6.413716814159296,79.8692477876106,Positive
588,@nabru72118710,18.98274336283186,7.118141592920355,73.89999999999999,Positive
589,@kentjuvenile,13.00641592920353,8.506858407079648,78.48783185840703,Negative
590,@joebidenprdy,13.051106194690268,11.669469026548677,75.27920353982303,Positive
591,@biden_nhl,15.165073529411764,6.434926470588234,78.40257352941174,Positive
592,@lzimmerman2019,11.75154867256638,9.665929203539836,78.58230088495569,Negative
593,@potusreply,25.866666666666664,5.5,68.63333333333333,Positive
594,@mikelawrence813,14.27079646017699,8.344690265486726,77.38252212389382,Positive
595,@whcovidresponse,7.237168141592921,1.364601769911504,91.39933628318587,Positive
596,@rdsj0101,22.319247787610625,9.418805309734514,68.26261061946902,Negative
597,@chahat_fateh,17.448514851485154,1.008910891089109,81.5435643564357,Neutral
598,@chaahat_fateh,1.9500000000000002,2.016666666666666,96.03333333333335,Neutral
599,@chahatfateh3,0.0,0.0,100.0,Neutral
600,@hareemshahpk,4.3764705882352954,47.52941176470589,48.09411764705881,Neutral
601,@minha978,9.037623762376237,3.843564356435643,87.11881188118812,Neutral
602,@chahatfateh,10.9746835443038,0.444303797468354,88.58101265822783,Positive
603,@chahatfateh_,31.8,0.0,68.2,Positive
604,@officialdgispr,16.381188118811885,7.824752475247523,75.79900990099009,Positive
605,@nayapak03142532,11.9980198019802,2.480198019801979,85.52178217821783,Neutral
606,@iamdgispr,5.155445544554456,1.062376237623762,93.78217821782178,Neutral
607,@officaildgispr,13.674999999999997,13.2625,73.07499999999999,Negative
608,@oficialdgispr,0.0,0.0,100.0,Neutral
609,@_dgispr,10.996103896103898,6.301298701298701,82.6974025974026,Positive
610,@officialdgispr,16.381188118811885,7.824752475247523,75.79900990099009,Positive
611,@nayapak03142532,11.9980198019802,2.480198019801979,85.52178217821783,Neutral
612,@iamdgispr,5.155445544554456,1.062376237623762,93.78217821782178,Neutral
613,@officaildgispr,13.674999999999997,13.2625,73.07499999999999,Negative
614,@oficialdgispr,0.0,0.0,100.0,Neutral
615,@_dgispr,10.996103896103898,6.301298701298701,82.6974025974026,Positive
616,@officialdgispr,16.381188118811885,7.824752475247523,75.79900990099009,Positive
617,@nayapak03142532,11.9980198019802,2.480198019801979,85.52178217821783,Neutral
618,@iamdgispr,5.155445544554456,1.062376237623762,93.78217821782178,Neutral
619,@officaildgispr,13.674999999999997,13.2625,73.07499999999999,Negative
620,@oficialdgispr,0.0,0.0,100.0,Neutral
621,@_dgispr,10.996103896103898,6.301298701298701,82.6974025974026,Positive
622,@officialdgispr,16.381188118811885,7.824752475247523,75.79900990099009,Positive
623,@nayapak03142532,11.9980198019802,2.480198019801979,85.52178217821783,Neutral
624,@iamdgispr,5.155445544554456,1.062376237623762,93.78217821782178,Neutral
625,@officaildgispr,13.674999999999997,13.2625,73.07499999999999,Negative
626,@oficialdgispr,0.0,0.0,100.0,Neutral
627,@_dgispr,10.996103896103898,6.301298701298701,82.6974025974026,Positive
628,@officialdgispr,16.381188118811885,7.824752475247523,75.79900990099009,Positive
629,@nayapak03142532,11.9980198019802,2.480198019801979,85.52178217821783,Neutral
630,@iamdgispr,5.155445544554456,1.062376237623762,93.78217821782178,Neutral
631,@officaildgispr,13.674999999999997,13.2625,73.07499999999999,Negative
632,@oficialdgispr,0.0,0.0,100.0,Neutral
